transaction_id,sender_actor_id,receiver_actor_id,sender_person_id,receiver_person_id,transaction_type,amount_inr,phase,account_ref,risk_flag,source
TXN-00227,46,38,P046,P038,TRANSFER,163027.43,Phase-1,ACCT-19995,HIGH,synthetic_financial_records
TXN-00228,19,28,P019,P028,CARD_PAYMENT,240070.59,Phase-1,ACCT-92969,WATCH,synthetic_financial_records
TXN-00229,2,59,P002,P059,CASH_WITHDRAWAL,205346.3,Phase-1,ACCT-76210,HIGH,synthetic_financial_records
TXN-00230,86,107,P086,P107,CASH_DEPOSIT,134290.95,Phase-2,ACCT-81921,WATCH,synthetic_financial_records
TXN-00231,16,4,P016,P004,TRANSFER,108891.05,Phase-2,ACCT-39002,NORMAL,synthetic_financial_records
TXN-00232,78,77,P078,P077,CASH_WITHDRAWAL,72705.43,Phase-2,ACCT-68272,NORMAL,synthetic_financial_records
TXN-00233,71,32,P071,P032,TRANSFER,41440.86,Phase-2,ACCT-31848,WATCH,synthetic_financial_records
TXN-00234,3,105,P003,P105,TRANSFER,148060.95,Phase-1,ACCT-18337,NORMAL,synthetic_financial_records
TXN-00235,83,67,P083,P067,TRANSFER,160201.73,Phase-3,ACCT-71060,HIGH,synthetic_financial_records
TXN-00236,28,25,P028,P025,TRANSFER,92601.79,Phase-3,ACCT-38146,NORMAL,synthetic_financial_records
TXN-00237,64,1,P064,P001,CARD_PAYMENT,11931.73,Phase-3,ACCT-68071,NORMAL,synthetic_financial_records
TXN-00238,49,103,P049,P103,TRANSFER,77824.73,Phase-1,ACCT-23589,HIGH,synthetic_financial_records
TXN-00239,96,97,P096,P097,UPI,171736.1,Phase-3,ACCT-80535,WATCH,synthetic_financial_records
TXN-00240,55,45,P055,P045,CARD_PAYMENT,185468.65,Phase-1,ACCT-67371,WATCH,synthetic_financial_records
TXN-00241,104,106,P104,P106,CARD_PAYMENT,226965.94,Phase-1,ACCT-19316,WATCH,synthetic_financial_records
TXN-00242,48,38,P048,P038,CASH_WITHDRAWAL,25736.39,Phase-1,ACCT-86556,NORMAL,synthetic_financial_records
TXN-00243,52,36,P052,P036,CARD_PAYMENT,132947.88,Phase-3,ACCT-39751,WATCH,synthetic_financial_records
TXN-00244,97,106,P097,P106,CARD_PAYMENT,214533.33,Phase-2,ACCT-66228,WATCH,synthetic_financial_records
TXN-00245,81,10,P081,P010,TRANSFER,12134.28,Phase-2,ACCT-27962,HIGH,synthetic_financial_records
TXN-00246,68,55,P068,P055,UPI,19514.18,Phase-2,ACCT-27546,WATCH,synthetic_financial_records
TXN-00247,76,17,P076,P017,CASH_DEPOSIT,80163.94,Phase-3,ACCT-89819,NORMAL,synthetic_financial_records
TXN-00248,97,8,P097,P008,CASH_WITHDRAWAL,233419.08,Phase-1,ACCT-24011,HIGH,synthetic_financial_records
TXN-00249,85,88,P085,P088,UPI,112436.5,Phase-3,ACCT-77479,HIGH,synthetic_financial_records
TXN-00250,23,12,P023,P012,TRANSFER,197844.32,Phase-2,ACCT-32360,NORMAL,synthetic_financial_records
TXN-00251,18,98,P018,P098,CASH_DEPOSIT,249569.16,Phase-3,ACCT-47231,HIGH,synthetic_financial_records
TXN-00252,53,87,P053,P087,CASH_DEPOSIT,8080.69,Phase-2,ACCT-66485,HIGH,synthetic_financial_records
TXN-00253,36,105,P036,P105,CASH_DEPOSIT,200708.42,Phase-3,ACCT-48126,NORMAL,synthetic_financial_records
TXN-00254,80,81,P080,P081,CASH_DEPOSIT,158608.81,Phase-1,ACCT-22863,NORMAL,synthetic_financial_records
TXN-00255,86,106,P086,P106,CASH_WITHDRAWAL,220409.26,Phase-3,ACCT-71414,WATCH,synthetic_financial_records
TXN-00256,61,36,P061,P036,CARD_PAYMENT,232067.69,Phase-3,ACCT-57434,NORMAL,synthetic_financial_records
TXN-00257,43,104,P043,P104,UPI,114614.86,Phase-3,ACCT-57989,NORMAL,synthetic_financial_records
TXN-00258,49,43,P049,P043,UPI,178359.8,Phase-2,ACCT-48694,WATCH,synthetic_financial_records
TXN-00259,46,59,P046,P059,CARD_PAYMENT,5159.88,Phase-2,ACCT-28967,NORMAL,synthetic_financial_records
TXN-00260,90,15,P090,P015,CASH_DEPOSIT,16514.3,Phase-2,ACCT-91982,NORMAL,synthetic_financial_records
TXN-00261,84,7,P084,P007,CARD_PAYMENT,67340.81,Phase-3,ACCT-32953,NORMAL,synthetic_financial_records
TXN-00262,70,8,P070,P008,CASH_DEPOSIT,41005.19,Phase-1,ACCT-92200,NORMAL,synthetic_financial_records
TXN-00263,74,102,P074,P102,CARD_PAYMENT,165174.9,Phase-2,ACCT-18383,NORMAL,synthetic_financial_records
TXN-00264,7,109,P007,P109,CASH_WITHDRAWAL,243374.16,Phase-3,ACCT-30527,NORMAL,synthetic_financial_records
TXN-00265,21,93,P021,P093,CASH_WITHDRAWAL,69900.68,Phase-2,ACCT-62681,NORMAL,synthetic_financial_records
TXN-00266,18,76,P018,P076,UPI,163782.7,Phase-2,ACCT-52851,WATCH,synthetic_financial_records
TXN-00267,41,27,P041,P027,TRANSFER,233795.16,Phase-1,ACCT-67045,NORMAL,synthetic_financial_records
TXN-00268,64,7,P064,P007,UPI,49428.95,Phase-3,ACCT-68305,NORMAL,synthetic_financial_records
TXN-00269,64,102,P064,P102,CASH_WITHDRAWAL,52753.86,Phase-1,ACCT-26216,NORMAL,synthetic_financial_records
TXN-00270,84,108,P084,P108,CASH_DEPOSIT,83744.36,Phase-1,ACCT-70129,HIGH,synthetic_financial_records
TXN-00271,3,15,P003,P015,UPI,26954.95,Phase-3,ACCT-91929,NORMAL,synthetic_financial_records
TXN-00272,103,9,P103,P009,TRANSFER,198200.25,Phase-2,ACCT-55792,WATCH,synthetic_financial_records
TXN-00273,54,43,P054,P043,TRANSFER,221439.31,Phase-1,ACCT-78392,WATCH,synthetic_financial_records
TXN-00274,103,85,P103,P085,CASH_WITHDRAWAL,34778.6,Phase-1,ACCT-21697,WATCH,synthetic_financial_records
TXN-00275,1,68,P001,P068,UPI,93383.72,Phase-1,ACCT-46295,NORMAL,synthetic_financial_records
TXN-00276,41,82,P041,P082,UPI,248875.82,Phase-2,ACCT-89306,WATCH,synthetic_financial_records
TXN-00277,98,61,P098,P061,CASH_WITHDRAWAL,127658.49,Phase-2,ACCT-81031,WATCH,synthetic_financial_records
TXN-00278,84,43,P084,P043,UPI,63359.32,Phase-3,ACCT-81859,NORMAL,synthetic_financial_records
TXN-00279,82,43,P082,P043,CARD_PAYMENT,244781.93,Phase-2,ACCT-25224,NORMAL,synthetic_financial_records
TXN-00280,51,56,P051,P056,CASH_WITHDRAWAL,240038.54,Phase-3,ACCT-69822,HIGH,synthetic_financial_records
TXN-00281,40,39,P040,P039,CASH_WITHDRAWAL,117821.7,Phase-2,ACCT-70359,NORMAL,synthetic_financial_records
TXN-00282,43,67,P043,P067,UPI,231153.01,Phase-2,ACCT-57584,NORMAL,synthetic_financial_records
TXN-00283,107,8,P107,P008,CASH_DEPOSIT,147914.51,Phase-1,ACCT-20468,WATCH,synthetic_financial_records
TXN-00284,33,50,P033,P050,CARD_PAYMENT,180966.53,Phase-3,ACCT-48272,NORMAL,synthetic_financial_records
TXN-00285,74,97,P074,P097,TRANSFER,61009.56,Phase-3,ACCT-17476,NORMAL,synthetic_financial_records
TXN-00286,29,81,P029,P081,TRANSFER,5747.33,Phase-2,ACCT-17461,NORMAL,synthetic_financial_records
TXN-00287,50,7,P050,P007,CASH_DEPOSIT,744.72,Phase-3,ACCT-86354,NORMAL,synthetic_financial_records
TXN-00288,14,61,P014,P061,UPI,141469.53,Phase-3,ACCT-73872,NORMAL,synthetic_financial_records
TXN-00289,39,72,P039,P072,CASH_WITHDRAWAL,93911.69,Phase-2,ACCT-61131,WATCH,synthetic_financial_records
TXN-00290,23,69,P023,P069,CASH_WITHDRAWAL,172669.77,Phase-1,ACCT-70800,NORMAL,synthetic_financial_records
TXN-00291,63,11,P063,P011,CARD_PAYMENT,149113.23,Phase-3,ACCT-49381,HIGH,synthetic_financial_records
TXN-00292,20,98,P020,P098,CASH_WITHDRAWAL,129076.93,Phase-2,ACCT-90508,NORMAL,synthetic_financial_records
TXN-00293,45,33,P045,P033,TRANSFER,28279.14,Phase-2,ACCT-45470,NORMAL,synthetic_financial_records
TXN-00294,29,89,P029,P089,UPI,147579.83,Phase-2,ACCT-40760,NORMAL,synthetic_financial_records
TXN-00295,2,101,P002,P101,UPI,73947.5,Phase-3,ACCT-94025,HIGH,synthetic_financial_records
TXN-00296,80,97,P080,P097,TRANSFER,242692.34,Phase-2,ACCT-52613,HIGH,synthetic_financial_records
TXN-00297,69,50,P069,P050,UPI,67446.47,Phase-1,ACCT-39855,NORMAL,synthetic_financial_records
TXN-00298,109,52,P109,P052,CASH_DEPOSIT,198430.34,Phase-1,ACCT-37292,NORMAL,synthetic_financial_records
TXN-00299,11,103,P011,P103,CASH_WITHDRAWAL,43046.71,Phase-2,ACCT-19049,HIGH,synthetic_financial_records
TXN-00300,89,70,P089,P070,CARD_PAYMENT,59728.48,Phase-1,ACCT-40019,HIGH,synthetic_financial_records
TXN-00301,6,67,P006,P067,CASH_WITHDRAWAL,248755.68,Phase-3,ACCT-13814,NORMAL,synthetic_financial_records
TXN-00302,9,20,P009,P020,TRANSFER,135294.9,Phase-3,ACCT-76725,NORMAL,synthetic_financial_records
TXN-00303,96,17,P096,P017,CASH_DEPOSIT,175602.35,Phase-2,ACCT-82131,NORMAL,synthetic_financial_records
TXN-00304,11,102,P011,P102,UPI,35221.71,Phase-1,ACCT-95106,WATCH,synthetic_financial_records
TXN-00305,47,44,P047,P044,UPI,192424.9,Phase-1,ACCT-19963,HIGH,synthetic_financial_records
TXN-00306,12,103,P012,P103,TRANSFER,120725.23,Phase-3,ACCT-83506,NORMAL,synthetic_financial_records
TXN-00307,37,87,P037,P087,CASH_WITHDRAWAL,24270.78,Phase-2,ACCT-53144,HIGH,synthetic_financial_records
TXN-00308,99,29,P099,P029,CASH_DEPOSIT,19287.21,Phase-1,ACCT-96963,NORMAL,synthetic_financial_records
TXN-00309,76,73,P076,P073,TRANSFER,153958.35,Phase-2,ACCT-62747,NORMAL,synthetic_financial_records
TXN-00310,106,46,P106,P046,CASH_WITHDRAWAL,146634.74,Phase-1,ACCT-33852,HIGH,synthetic_financial_records
TXN-00311,85,96,P085,P096,CARD_PAYMENT,62022.85,Phase-1,ACCT-58508,NORMAL,synthetic_financial_records
TXN-00312,99,39,P099,P039,CASH_WITHDRAWAL,170757.67,Phase-1,ACCT-21900,HIGH,synthetic_financial_records
TXN-00313,81,86,P081,P086,TRANSFER,214958.36,Phase-3,ACCT-36294,WATCH,synthetic_financial_records
TXN-00314,29,38,P029,P038,UPI,94313.07,Phase-3,ACCT-73416,HIGH,synthetic_financial_records
TXN-00315,56,7,P056,P007,UPI,138487.17,Phase-1,ACCT-76473,NORMAL,synthetic_financial_records
TXN-00316,77,46,P077,P046,UPI,149281.08,Phase-2,ACCT-67260,HIGH,synthetic_financial_records
TXN-00317,70,92,P070,P092,CASH_WITHDRAWAL,44324.43,Phase-3,ACCT-16994,NORMAL,synthetic_financial_records
TXN-00318,96,39,P096,P039,CARD_PAYMENT,248619.8,Phase-2,ACCT-50269,WATCH,synthetic_financial_records
TXN-00319,40,72,P040,P072,CARD_PAYMENT,57017.04,Phase-3,ACCT-95596,WATCH,synthetic_financial_records
TXN-00320,10,30,P010,P030,CASH_WITHDRAWAL,173971.17,Phase-3,ACCT-77459,NORMAL,synthetic_financial_records
TXN-00321,90,3,P090,P003,CARD_PAYMENT,24414.33,Phase-2,ACCT-22723,WATCH,synthetic_financial_records
TXN-00322,106,27,P106,P027,UPI,183717.87,Phase-3,ACCT-80160,NORMAL,synthetic_financial_records
TXN-00323,27,51,P027,P051,UPI,70641.09,Phase-1,ACCT-73119,NORMAL,synthetic_financial_records
TXN-00324,71,63,P071,P063,UPI,14338.47,Phase-1,ACCT-65592,NORMAL,synthetic_financial_records
TXN-00325,90,5,P090,P005,CASH_DEPOSIT,23112.6,Phase-2,ACCT-18937,NORMAL,synthetic_financial_records
TXN-00326,81,109,P081,P109,CARD_PAYMENT,176269.7,Phase-1,ACCT-50734,HIGH,synthetic_financial_records
TXN-00327,104,49,P104,P049,CARD_PAYMENT,24649.18,Phase-2,ACCT-46366,HIGH,synthetic_financial_records
TXN-00328,59,9,P059,P009,CARD_PAYMENT,48549.15,Phase-1,ACCT-48404,WATCH,synthetic_financial_records
TXN-00329,41,107,P041,P107,CASH_WITHDRAWAL,150464.2,Phase-3,ACCT-47951,NORMAL,synthetic_financial_records
TXN-00330,54,40,P054,P040,CASH_WITHDRAWAL,223443.53,Phase-1,ACCT-42394,NORMAL,synthetic_financial_records
TXN-00331,98,2,P098,P002,CASH_DEPOSIT,92592.53,Phase-3,ACCT-64499,NORMAL,synthetic_financial_records
TXN-00332,102,26,P102,P026,CARD_PAYMENT,160268.34,Phase-3,ACCT-34881,HIGH,synthetic_financial_records
TXN-00333,61,13,P061,P013,CASH_DEPOSIT,185539.65,Phase-2,ACCT-70560,NORMAL,synthetic_financial_records
TXN-00334,102,76,P102,P076,TRANSFER,147935.67,Phase-2,ACCT-24980,HIGH,synthetic_financial_records
TXN-00335,107,103,P107,P103,UPI,46273.45,Phase-2,ACCT-35122,HIGH,synthetic_financial_records
TXN-00336,25,8,P025,P008,CASH_DEPOSIT,224333.61,Phase-3,ACCT-75188,WATCH,synthetic_financial_records
TXN-00337,101,102,P101,P102,UPI,35360.4,Phase-1,ACCT-85045,NORMAL,synthetic_financial_records
TXN-00338,85,71,P085,P071,CASH_WITHDRAWAL,17142.58,Phase-1,ACCT-54892,WATCH,synthetic_financial_records
TXN-00339,52,29,P052,P029,TRANSFER,9976.93,Phase-2,ACCT-55344,NORMAL,synthetic_financial_records
TXN-00340,82,25,P082,P025,CASH_DEPOSIT,48449.19,Phase-2,ACCT-28990,NORMAL,synthetic_financial_records
TXN-00341,104,48,P104,P048,TRANSFER,112775.11,Phase-3,ACCT-30246,HIGH,synthetic_financial_records
TXN-00342,17,55,P017,P055,UPI,103144.53,Phase-3,ACCT-43853,HIGH,synthetic_financial_records
TXN-00343,73,35,P073,P035,TRANSFER,197834.04,Phase-2,ACCT-50365,NORMAL,synthetic_financial_records
TXN-00344,6,16,P006,P016,CASH_DEPOSIT,52931.07,Phase-3,ACCT-82067,NORMAL,synthetic_financial_records
TXN-00345,56,83,P056,P083,CASH_DEPOSIT,196918.53,Phase-1,ACCT-90002,WATCH,synthetic_financial_records
TXN-00346,80,43,P080,P043,CASH_DEPOSIT,162138.19,Phase-3,ACCT-18363,WATCH,synthetic_financial_records
TXN-00347,1,34,P001,P034,UPI,108912.76,Phase-3,ACCT-97377,NORMAL,synthetic_financial_records
TXN-00348,53,85,P053,P085,CARD_PAYMENT,120075.98,Phase-2,ACCT-44597,NORMAL,synthetic_financial_records
TXN-00349,18,14,P018,P014,CARD_PAYMENT,74237.09,Phase-1,ACCT-26037,NORMAL,synthetic_financial_records
TXN-00350,89,86,P089,P086,TRANSFER,3922.24,Phase-2,ACCT-38197,WATCH,synthetic_financial_records
TXN-00351,101,36,P101,P036,TRANSFER,58342.23,Phase-1,ACCT-33357,HIGH,synthetic_financial_records
TXN-00352,88,56,P088,P056,CASH_DEPOSIT,55773.0,Phase-1,ACCT-73583,HIGH,synthetic_financial_records
TXN-00353,67,72,P067,P072,TRANSFER,101412.07,Phase-1,ACCT-75856,NORMAL,synthetic_financial_records
TXN-00354,32,103,P032,P103,CASH_WITHDRAWAL,39435.15,Phase-2,ACCT-17231,WATCH,synthetic_financial_records
TXN-00355,70,4,P070,P004,TRANSFER,233352.44,Phase-2,ACCT-55173,NORMAL,synthetic_financial_records
TXN-00356,10,46,P010,P046,CASH_WITHDRAWAL,141533.15,Phase-2,ACCT-81823,NORMAL,synthetic_financial_records
TXN-00357,31,97,P031,P097,TRANSFER,235524.14,Phase-3,ACCT-24659,HIGH,synthetic_financial_records
TXN-00358,106,63,P106,P063,CASH_WITHDRAWAL,140412.26,Phase-1,ACCT-16375,NORMAL,synthetic_financial_records
TXN-00359,84,2,P084,P002,CASH_WITHDRAWAL,111100.08,Phase-1,ACCT-97168,WATCH,synthetic_financial_records
TXN-00360,103,25,P103,P025,TRANSFER,149184.03,Phase-1,ACCT-57826,NORMAL,synthetic_financial_records
TXN-00361,70,33,P070,P033,CARD_PAYMENT,238130.84,Phase-1,ACCT-38938,HIGH,synthetic_financial_records
TXN-00362,75,109,P075,P109,CASH_DEPOSIT,118420.2,Phase-3,ACCT-93893,NORMAL,synthetic_financial_records
TXN-00363,72,73,P072,P073,CASH_WITHDRAWAL,178026.78,Phase-1,ACCT-79802,NORMAL,synthetic_financial_records
TXN-00364,46,37,P046,P037,CARD_PAYMENT,28660.68,Phase-2,ACCT-23838,NORMAL,synthetic_financial_records
TXN-00365,78,89,P078,P089,CARD_PAYMENT,176349.6,Phase-3,ACCT-79177,HIGH,synthetic_financial_records
TXN-00366,39,98,P039,P098,CARD_PAYMENT,119079.14,Phase-1,ACCT-67891,NORMAL,synthetic_financial_records
TXN-00367,81,90,P081,P090,TRANSFER,89905.87,Phase-2,ACCT-32203,HIGH,synthetic_financial_records
TXN-00368,103,59,P103,P059,CARD_PAYMENT,93683.86,Phase-3,ACCT-28471,NORMAL,synthetic_financial_records
TXN-00369,81,2,P081,P002,CASH_WITHDRAWAL,216084.16,Phase-1,ACCT-10467,NORMAL,synthetic_financial_records
TXN-00370,64,99,P064,P099,UPI,36337.07,Phase-1,ACCT-19000,HIGH,synthetic_financial_records
TXN-00371,34,83,P034,P083,CASH_WITHDRAWAL,152481.76,Phase-2,ACCT-94892,NORMAL,synthetic_financial_records
TXN-00372,71,81,P071,P081,UPI,86383.78,Phase-3,ACCT-51955,NORMAL,synthetic_financial_records
TXN-00373,7,100,P007,P100,TRANSFER,14506.89,Phase-2,ACCT-46506,WATCH,synthetic_financial_records
TXN-00374,61,55,P061,P055,TRANSFER,108977.4,Phase-2,ACCT-52382,HIGH,synthetic_financial_records
TXN-00375,29,72,P029,P072,UPI,130849.34,Phase-1,ACCT-25810,NORMAL,synthetic_financial_records
TXN-00376,26,72,P026,P072,CASH_WITHDRAWAL,17529.94,Phase-1,ACCT-86577,NORMAL,synthetic_financial_records
TXN-00377,23,56,P023,P056,CASH_DEPOSIT,154794.16,Phase-3,ACCT-97841,NORMAL,synthetic_financial_records
TXN-00378,22,91,P022,P091,TRANSFER,202593.73,Phase-1,ACCT-55315,NORMAL,synthetic_financial_records
TXN-00379,6,89,P006,P089,CASH_DEPOSIT,225596.15,Phase-2,ACCT-56583,NORMAL,synthetic_financial_records
TXN-00380,1,43,P001,P043,TRANSFER,229447.08,Phase-2,ACCT-35910,WATCH,synthetic_financial_records
TXN-00381,12,102,P012,P102,UPI,194847.0,Phase-2,ACCT-77050,NORMAL,synthetic_financial_records
TXN-00382,84,91,P084,P091,CARD_PAYMENT,191246.03,Phase-3,ACCT-80240,HIGH,synthetic_financial_records
TXN-00383,54,26,P054,P026,CASH_DEPOSIT,232841.24,Phase-2,ACCT-49646,WATCH,synthetic_financial_records
TXN-00384,98,13,P098,P013,CARD_PAYMENT,235579.93,Phase-3,ACCT-68056,HIGH,synthetic_financial_records
TXN-00385,33,29,P033,P029,UPI,101338.66,Phase-1,ACCT-29337,NORMAL,synthetic_financial_records
TXN-00386,66,61,P066,P061,CASH_WITHDRAWAL,230374.96,Phase-3,ACCT-88690,NORMAL,synthetic_financial_records
TXN-00387,58,100,P058,P100,CASH_DEPOSIT,91133.7,Phase-2,ACCT-92902,NORMAL,synthetic_financial_records
TXN-00388,80,48,P080,P048,UPI,71823.48,Phase-1,ACCT-52711,NORMAL,synthetic_financial_records
TXN-00389,18,78,P018,P078,TRANSFER,231113.28,Phase-3,ACCT-57722,NORMAL,synthetic_financial_records
TXN-00390,47,43,P047,P043,TRANSFER,18058.26,Phase-2,ACCT-68422,NORMAL,synthetic_financial_records
TXN-00391,83,11,P083,P011,CASH_DEPOSIT,193379.5,Phase-1,ACCT-56301,HIGH,synthetic_financial_records
TXN-00392,74,65,P074,P065,TRANSFER,217121.6,Phase-2,ACCT-89935,WATCH,synthetic_financial_records
TXN-00393,8,52,P008,P052,TRANSFER,198763.23,Phase-3,ACCT-45094,HIGH,synthetic_financial_records
TXN-00394,99,21,P099,P021,CASH_DEPOSIT,76017.45,Phase-3,ACCT-37779,HIGH,synthetic_financial_records
TXN-00395,29,94,P029,P094,CASH_DEPOSIT,229165.15,Phase-2,ACCT-97279,HIGH,synthetic_financial_records
TXN-00396,48,12,P048,P012,CARD_PAYMENT,891.56,Phase-1,ACCT-17051,WATCH,synthetic_financial_records
TXN-00397,34,97,P034,P097,UPI,80968.36,Phase-2,ACCT-26665,NORMAL,synthetic_financial_records
TXN-00398,51,73,P051,P073,CASH_WITHDRAWAL,78151.55,Phase-1,ACCT-28493,WATCH,synthetic_financial_records
TXN-00399,68,52,P068,P052,CASH_DEPOSIT,174591.25,Phase-1,ACCT-95881,HIGH,synthetic_financial_records
TXN-00400,36,64,P036,P064,UPI,125852.45,Phase-1,ACCT-45435,HIGH,synthetic_financial_records
TXN-00401,59,76,P059,P076,UPI,27295.34,Phase-1,ACCT-24517,NORMAL,synthetic_financial_records
TXN-00402,106,13,P106,P013,CARD_PAYMENT,86580.18,Phase-3,ACCT-39694,WATCH,synthetic_financial_records
TXN-00403,99,108,P099,P108,UPI,83262.53,Phase-2,ACCT-89670,HIGH,synthetic_financial_records
TXN-00404,35,11,P035,P011,CASH_DEPOSIT,5515.05,Phase-1,ACCT-61754,NORMAL,synthetic_financial_records
TXN-00405,23,62,P023,P062,CASH_DEPOSIT,79252.25,Phase-1,ACCT-85159,HIGH,synthetic_financial_records
TXN-00406,27,37,P027,P037,UPI,155391.67,Phase-2,ACCT-31255,WATCH,synthetic_financial_records
TXN-00407,70,14,P070,P014,CASH_DEPOSIT,84984.9,Phase-2,ACCT-77479,NORMAL,synthetic_financial_records
TXN-00408,46,40,P046,P040,CASH_DEPOSIT,17344.57,Phase-1,ACCT-36286,NORMAL,synthetic_financial_records
TXN-00409,8,82,P008,P082,CARD_PAYMENT,199392.82,Phase-1,ACCT-77822,HIGH,synthetic_financial_records
TXN-00410,107,92,P107,P092,CARD_PAYMENT,197709.95,Phase-2,ACCT-30102,HIGH,synthetic_financial_records
TXN-00411,93,108,P093,P108,UPI,150890.6,Phase-2,ACCT-48492,HIGH,synthetic_financial_records
TXN-00412,46,53,P046,P053,CASH_WITHDRAWAL,175601.11,Phase-2,ACCT-92043,NORMAL,synthetic_financial_records
TXN-00413,52,48,P052,P048,UPI,114357.68,Phase-1,ACCT-15021,HIGH,synthetic_financial_records
TXN-00414,38,75,P038,P075,CARD_PAYMENT,148884.05,Phase-3,ACCT-97784,NORMAL,synthetic_financial_records
TXN-00415,79,52,P079,P052,CARD_PAYMENT,114443.04,Phase-1,ACCT-40527,NORMAL,synthetic_financial_records
TXN-00416,27,106,P027,P106,CASH_DEPOSIT,68874.66,Phase-1,ACCT-72657,NORMAL,synthetic_financial_records
TXN-00417,21,51,P021,P051,TRANSFER,169969.4,Phase-2,ACCT-36435,NORMAL,synthetic_financial_records
TXN-00418,75,13,P075,P013,CASH_WITHDRAWAL,70398.37,Phase-3,ACCT-61036,WATCH,synthetic_financial_records
TXN-00419,68,106,P068,P106,CARD_PAYMENT,152464.26,Phase-3,ACCT-98377,NORMAL,synthetic_financial_records
TXN-00420,9,101,P009,P101,UPI,80732.13,Phase-1,ACCT-56440,HIGH,synthetic_financial_records
TXN-00421,44,8,P044,P008,CASH_WITHDRAWAL,239877.77,Phase-1,ACCT-29102,HIGH,synthetic_financial_records
TXN-00422,85,82,P085,P082,TRANSFER,133784.98,Phase-1,ACCT-68514,WATCH,synthetic_financial_records
TXN-00423,22,97,P022,P097,CASH_WITHDRAWAL,217105.12,Phase-2,ACCT-19593,NORMAL,synthetic_financial_records
TXN-00424,101,92,P101,P092,TRANSFER,218213.53,Phase-3,ACCT-20223,WATCH,synthetic_financial_records
TXN-00425,55,104,P055,P104,CASH_WITHDRAWAL,109024.2,Phase-1,ACCT-82403,HIGH,synthetic_financial_records
TXN-00426,37,65,P037,P065,TRANSFER,73685.82,Phase-1,ACCT-13650,NORMAL,synthetic_financial_records
TXN-00427,2,38,P002,P038,UPI,38160.86,Phase-1,ACCT-32543,NORMAL,synthetic_financial_records
TXN-00428,33,103,P033,P103,TRANSFER,63730.81,Phase-1,ACCT-88073,WATCH,synthetic_financial_records
TXN-00429,2,15,P002,P015,CASH_DEPOSIT,89645.85,Phase-3,ACCT-69544,WATCH,synthetic_financial_records
TXN-00430,82,63,P082,P063,CASH_DEPOSIT,83024.17,Phase-2,ACCT-89117,WATCH,synthetic_financial_records
TXN-00431,63,109,P063,P109,UPI,126465.61,Phase-3,ACCT-55409,NORMAL,synthetic_financial_records
TXN-00432,99,15,P099,P015,CASH_DEPOSIT,233261.75,Phase-3,ACCT-47811,HIGH,synthetic_financial_records
TXN-00433,99,96,P099,P096,UPI,53684.4,Phase-1,ACCT-71024,HIGH,synthetic_financial_records
TXN-00434,94,100,P094,P100,UPI,43765.71,Phase-2,ACCT-56821,WATCH,synthetic_financial_records
TXN-00435,78,50,P078,P050,CASH_DEPOSIT,115606.87,Phase-3,ACCT-87696,HIGH,synthetic_financial_records
TXN-00436,16,38,P016,P038,CASH_DEPOSIT,48897.32,Phase-2,ACCT-63749,NORMAL,synthetic_financial_records
TXN-00437,53,98,P053,P098,TRANSFER,82075.69,Phase-3,ACCT-66363,NORMAL,synthetic_financial_records
TXN-00438,72,101,P072,P101,CASH_WITHDRAWAL,108231.64,Phase-2,ACCT-48497,NORMAL,synthetic_financial_records
TXN-00439,61,97,P061,P097,CASH_DEPOSIT,185311.66,Phase-2,ACCT-94829,HIGH,synthetic_financial_records
TXN-00440,53,83,P053,P083,CASH_WITHDRAWAL,183705.1,Phase-2,ACCT-74587,NORMAL,synthetic_financial_records
TXN-00441,102,61,P102,P061,CASH_DEPOSIT,198160.99,Phase-1,ACCT-32717,NORMAL,synthetic_financial_records
TXN-00442,107,38,P107,P038,CASH_WITHDRAWAL,50441.06,Phase-2,ACCT-34044,WATCH,synthetic_financial_records
TXN-00443,3,46,P003,P046,UPI,57029.07,Phase-1,ACCT-19525,NORMAL,synthetic_financial_records
TXN-00444,16,15,P016,P015,CASH_WITHDRAWAL,217860.52,Phase-1,ACCT-59907,NORMAL,synthetic_financial_records
TXN-00445,43,50,P043,P050,CASH_WITHDRAWAL,151205.32,Phase-3,ACCT-92488,NORMAL,synthetic_financial_records
TXN-00446,5,67,P005,P067,CASH_DEPOSIT,220606.1,Phase-1,ACCT-55417,HIGH,synthetic_financial_records
TXN-00447,72,76,P072,P076,UPI,154024.84,Phase-1,ACCT-25537,NORMAL,synthetic_financial_records
TXN-00448,46,103,P046,P103,UPI,101894.98,Phase-1,ACCT-53661,NORMAL,synthetic_financial_records
TXN-00449,100,74,P100,P074,TRANSFER,196970.06,Phase-3,ACCT-31395,HIGH,synthetic_financial_records
TXN-00450,77,74,P077,P074,CASH_WITHDRAWAL,35698.47,Phase-2,ACCT-48380,NORMAL,synthetic_financial_records
TXN-00451,79,52,P079,P052,TRANSFER,224821.01,Phase-3,ACCT-73643,WATCH,synthetic_financial_records
TXN-00452,13,76,P013,P076,TRANSFER,190099.79,Phase-3,ACCT-82874,HIGH,synthetic_financial_records
TXN-00453,68,95,P068,P095,CARD_PAYMENT,74907.86,Phase-2,ACCT-16968,HIGH,synthetic_financial_records
TXN-00454,39,91,P039,P091,CASH_WITHDRAWAL,166971.8,Phase-1,ACCT-72362,NORMAL,synthetic_financial_records
