call_id,caller_id,receiver_id,caller_phone,receiver_phone,phase,timestamp,duration_seconds,recording_id,tower_id,source
CALL-0253,P001,P010,9786579303,9210053353,3,Phase-3,760,REC-0253,TWR-0032,call_records_synthetic
CALL-0254,P001,P056,9786579303,9384027113,3,Phase-3,349,REC-0254,TWR-0020,call_records_synthetic
CALL-0255,P001,P056,9786579303,9384027113,3,Phase-3,438,REC-0255,TWR-0023,call_records_synthetic
CALL-0256,P001,P076,9786579303,9174684276,3,Phase-3,717,REC-0256,TWR-0006,call_records_synthetic
CALL-0257,P001,P076,9786579303,9174684276,3,Phase-3,695,REC-0257,TWR-0022,call_records_synthetic
CALL-0258,P001,P076,9786579303,9174684276,3,Phase-3,412,REC-0258,TWR-0021,call_records_synthetic
CALL-0259,P001,P076,9786579303,9174684276,3,Phase-3,478,REC-0259,TWR-0028,call_records_synthetic
CALL-0260,P001,P076,9786579303,9174684276,3,Phase-3,559,REC-0260,TWR-0009,call_records_synthetic
CALL-0261,P001,P009,9786579303,9890779946,3,Phase-3,492,REC-0261,TWR-0025,call_records_synthetic
CALL-0262,P001,P009,9786579303,9890779946,3,Phase-3,153,REC-0262,TWR-0026,call_records_synthetic
CALL-0263,P001,P009,9786579303,9890779946,3,Phase-3,283,REC-0263,TWR-0028,call_records_synthetic
CALL-0264,P001,P009,9786579303,9890779946,3,Phase-3,260,REC-0264,TWR-0009,call_records_synthetic
CALL-0265,P001,P009,9786579303,9890779946,3,Phase-3,95,REC-0265,TWR-0014,call_records_synthetic
CALL-0266,P003,P009,9126855092,9890779946,3,Phase-3,376,REC-0266,TWR-0006,call_records_synthetic
CALL-0267,P003,P009,9126855092,9890779946,3,Phase-3,51,REC-0267,TWR-0029,call_records_synthetic
CALL-0268,P003,P009,9126855092,9890779946,3,Phase-3,632,REC-0268,TWR-0002,call_records_synthetic
CALL-0269,P003,P009,9126855092,9890779946,3,Phase-3,597,REC-0269,TWR-0027,call_records_synthetic
CALL-0270,P003,P009,9126855092,9890779946,3,Phase-3,265,REC-0270,TWR-0008,call_records_synthetic
CALL-0271,P013,P009,9685582861,9890779946,3,Phase-3,632,REC-0271,TWR-0006,call_records_synthetic
CALL-0272,P013,P009,9685582861,9890779946,3,Phase-3,255,REC-0272,TWR-0030,call_records_synthetic
CALL-0273,P051,P009,9507943839,9890779946,3,Phase-3,37,REC-0273,TWR-0021,call_records_synthetic
CALL-0274,P001,P034,9786579303,9732719211,3,Phase-3,102,REC-0274,TWR-0022,call_records_synthetic
CALL-0275,P001,P034,9786579303,9732719211,3,Phase-3,754,REC-0275,TWR-0019,call_records_synthetic
CALL-0276,P001,P034,9786579303,9732719211,3,Phase-3,676,REC-0276,TWR-0023,call_records_synthetic
CALL-0277,P002,P034,9219540831,9732719211,3,Phase-3,90,REC-0277,TWR-0010,call_records_synthetic
CALL-0278,P001,P035,9786579303,9398704996,3,Phase-3,264,REC-0278,TWR-0013,call_records_synthetic
CALL-0279,P083,P011,9349957310,9826600539,3,Phase-3,99,REC-0279,TWR-0008,call_records_synthetic
CALL-0280,P001,P032,9786579303,9336696312,3,Phase-3,62,REC-0280,TWR-0010,call_records_synthetic
CALL-0281,P002,P032,9219540831,9336696312,3,Phase-3,368,REC-0281,TWR-0005,call_records_synthetic
CALL-0282,P001,P084,9786579303,9208449460,3,Phase-3,102,REC-0282,TWR-0026,call_records_synthetic
CALL-0283,P001,P084,9786579303,9208449460,3,Phase-3,556,REC-0283,TWR-0030,call_records_synthetic
CALL-0284,P001,P084,9786579303,9208449460,3,Phase-3,273,REC-0284,TWR-0032,call_records_synthetic
CALL-0285,P001,P084,9786579303,9208449460,3,Phase-3,315,REC-0285,TWR-0032,call_records_synthetic
CALL-0286,P083,P084,9349957310,9208449460,3,Phase-3,715,REC-0286,TWR-0027,call_records_synthetic
CALL-0287,P083,P084,9349957310,9208449460,3,Phase-3,527,REC-0287,TWR-0010,call_records_synthetic
CALL-0288,P083,P084,9349957310,9208449460,3,Phase-3,249,REC-0288,TWR-0023,call_records_synthetic
CALL-0289,P049,P084,9209747451,9208449460,3,Phase-3,582,REC-0289,TWR-0028,call_records_synthetic
CALL-0290,P049,P084,9209747451,9208449460,3,Phase-3,165,REC-0290,TWR-0021,call_records_synthetic
CALL-0291,P001,P049,9786579303,9209747451,3,Phase-3,770,REC-0291,TWR-0025,call_records_synthetic
CALL-0292,P001,P049,9786579303,9209747451,3,Phase-3,614,REC-0292,TWR-0028,call_records_synthetic
CALL-0293,P001,P049,9786579303,9209747451,3,Phase-3,620,REC-0293,TWR-0012,call_records_synthetic
CALL-0294,P083,P107,9349957310,9275452091,3,Phase-3,514,REC-0294,TWR-0005,call_records_synthetic
CALL-0295,P083,P107,9349957310,9275452091,3,Phase-3,278,REC-0295,TWR-0027,call_records_synthetic
CALL-0296,P083,P107,9349957310,9275452091,3,Phase-3,833,REC-0296,TWR-0027,call_records_synthetic
CALL-0297,P086,P107,9398471886,9275452091,3,Phase-3,514,REC-0297,TWR-0005,call_records_synthetic
CALL-0298,P001,P050,9786579303,9199585092,3,Phase-3,856,REC-0298,TWR-0017,call_records_synthetic
CALL-0299,P001,P050,9786579303,9199585092,3,Phase-3,446,REC-0299,TWR-0015,call_records_synthetic
CALL-0300,P001,P050,9786579303,9199585092,3,Phase-3,224,REC-0300,TWR-0013,call_records_synthetic
CALL-0301,P003,P099,9126855092,9795822698,3,Phase-3,126,REC-0301,TWR-0020,call_records_synthetic
CALL-0302,P001,P013,9786579303,9685582861,3,Phase-3,129,REC-0302,TWR-0013,call_records_synthetic
CALL-0303,P001,P013,9786579303,9685582861,3,Phase-3,704,REC-0303,TWR-0003,call_records_synthetic
CALL-0304,P001,P012,9786579303,9895285932,3,Phase-3,471,REC-0304,TWR-0026,call_records_synthetic
CALL-0305,P001,P012,9786579303,9895285932,3,Phase-3,392,REC-0305,TWR-0013,call_records_synthetic
CALL-0306,P003,P012,9126855092,9895285932,3,Phase-3,463,REC-0306,TWR-0023,call_records_synthetic
CALL-0307,P003,P012,9126855092,9895285932,3,Phase-3,450,REC-0307,TWR-0029,call_records_synthetic
CALL-0308,P001,P052,9786579303,9203848421,3,Phase-3,508,REC-0308,TWR-0031,call_records_synthetic
CALL-0309,P083,P052,9349957310,9203848421,3,Phase-3,776,REC-0309,TWR-0021,call_records_synthetic
CALL-0310,P083,P052,9349957310,9203848421,3,Phase-3,85,REC-0310,TWR-0006,call_records_synthetic
CALL-0311,P084,P052,9208449460,9203848421,3,Phase-3,719,REC-0311,TWR-0006,call_records_synthetic
CALL-0312,P084,P052,9208449460,9203848421,3,Phase-3,699,REC-0312,TWR-0023,call_records_synthetic
CALL-0313,P089,P001,9995619255,9786579303,4,Phase-4,691,REC-0313,TWR-0006,call_records_synthetic
CALL-0314,P003,P001,9126855092,9786579303,4,Phase-4,130,REC-0314,TWR-0022,call_records_synthetic
CALL-0315,P003,P001,9126855092,9786579303,4,Phase-4,92,REC-0315,TWR-0024,call_records_synthetic
CALL-0316,P003,P001,9126855092,9786579303,4,Phase-4,442,REC-0316,TWR-0019,call_records_synthetic
CALL-0317,P003,P001,9126855092,9786579303,4,Phase-4,775,REC-0317,TWR-0011,call_records_synthetic
CALL-0318,P003,P001,9126855092,9786579303,4,Phase-4,377,REC-0318,TWR-0016,call_records_synthetic
CALL-0319,P005,P001,9395310485,9786579303,4,Phase-4,849,REC-0319,TWR-0003,call_records_synthetic
CALL-0320,P005,P001,9395310485,9786579303,4,Phase-4,141,REC-0320,TWR-0006,call_records_synthetic
CALL-0321,P005,P001,9395310485,9786579303,4,Phase-4,284,REC-0321,TWR-0012,call_records_synthetic
CALL-0322,P085,P001,9508157429,9786579303,4,Phase-4,226,REC-0322,TWR-0018,call_records_synthetic
CALL-0323,P085,P001,9508157429,9786579303,4,Phase-4,224,REC-0323,TWR-0029,call_records_synthetic
CALL-0324,P085,P001,9508157429,9786579303,4,Phase-4,579,REC-0324,TWR-0017,call_records_synthetic
CALL-0325,P085,P001,9508157429,9786579303,4,Phase-4,489,REC-0325,TWR-0027,call_records_synthetic
CALL-0326,P085,P001,9508157429,9786579303,4,Phase-4,173,REC-0326,TWR-0032,call_records_synthetic
CALL-0327,P090,P001,9491735568,9786579303,4,Phase-4,462,REC-0327,TWR-0004,call_records_synthetic
CALL-0328,P086,P001,9398471886,9786579303,4,Phase-4,217,REC-0328,TWR-0008,call_records_synthetic
CALL-0329,P086,P001,9398471886,9786579303,4,Phase-4,315,REC-0329,TWR-0024,call_records_synthetic
CALL-0330,P086,P001,9398471886,9786579303,4,Phase-4,503,REC-0330,TWR-0017,call_records_synthetic
CALL-0331,P002,P001,9219540831,9786579303,4,Phase-4,285,REC-0331,TWR-0014,call_records_synthetic
CALL-0332,P002,P001,9219540831,9786579303,4,Phase-4,107,REC-0332,TWR-0030,call_records_synthetic
CALL-0333,P002,P001,9219540831,9786579303,4,Phase-4,483,REC-0333,TWR-0005,call_records_synthetic
CALL-0334,P006,P001,9362950628,9786579303,4,Phase-4,857,REC-0334,TWR-0017,call_records_synthetic
CALL-0335,P006,P001,9362950628,9786579303,4,Phase-4,593,REC-0335,TWR-0011,call_records_synthetic
CALL-0336,P006,P001,9362950628,9786579303,4,Phase-4,130,REC-0336,TWR-0029,call_records_synthetic
CALL-0337,P006,P001,9362950628,9786579303,4,Phase-4,81,REC-0337,TWR-0015,call_records_synthetic
CALL-0338,P006,P001,9362950628,9786579303,4,Phase-4,697,REC-0338,TWR-0014,call_records_synthetic
CALL-0339,P011,P001,9826600539,9786579303,4,Phase-4,583,REC-0339,TWR-0019,call_records_synthetic
CALL-0340,P011,P001,9826600539,9786579303,4,Phase-4,886,REC-0340,TWR-0018,call_records_synthetic
CALL-0341,P011,P001,9826600539,9786579303,4,Phase-4,45,REC-0341,TWR-0010,call_records_synthetic
CALL-0342,P011,P001,9826600539,9786579303,4,Phase-4,125,REC-0342,TWR-0010,call_records_synthetic
CALL-0343,P011,P001,9826600539,9786579303,4,Phase-4,801,REC-0343,TWR-0008,call_records_synthetic
CALL-0344,P053,P001,9485451171,9786579303,4,Phase-4,899,REC-0344,TWR-0001,call_records_synthetic
CALL-0345,P084,P001,9208449460,9786579303,4,Phase-4,272,REC-0345,TWR-0031,call_records_synthetic
CALL-0346,P001,P004,9786579303,9896233790,4,Phase-4,200,REC-0346,TWR-0001,call_records_synthetic
CALL-0347,P001,P089,9786579303,9995619255,4,Phase-4,446,REC-0347,TWR-0022,call_records_synthetic
CALL-0348,P001,P089,9786579303,9995619255,4,Phase-4,527,REC-0348,TWR-0032,call_records_synthetic
CALL-0349,P001,P089,9786579303,9995619255,4,Phase-4,522,REC-0349,TWR-0023,call_records_synthetic
CALL-0350,P001,P089,9786579303,9995619255,4,Phase-4,248,REC-0350,TWR-0027,call_records_synthetic
CALL-0351,P001,P089,9786579303,9995619255,4,Phase-4,440,REC-0351,TWR-0024,call_records_synthetic
CALL-0352,P007,P089,9339670711,9995619255,4,Phase-4,90,REC-0352,TWR-0009,call_records_synthetic
CALL-0353,P007,P089,9339670711,9995619255,4,Phase-4,198,REC-0353,TWR-0031,call_records_synthetic
CALL-0354,P007,P089,9339670711,9995619255,4,Phase-4,418,REC-0354,TWR-0013,call_records_synthetic
CALL-0355,P001,P083,9786579303,9349957310,4,Phase-4,32,REC-0355,TWR-0031,call_records_synthetic
CALL-0356,P001,P083,9786579303,9349957310,4,Phase-4,429,REC-0356,TWR-0004,call_records_synthetic
CALL-0357,P001,P083,9786579303,9349957310,4,Phase-4,301,REC-0357,TWR-0029,call_records_synthetic
CALL-0358,P001,P083,9786579303,9349957310,4,Phase-4,832,REC-0358,TWR-0026,call_records_synthetic
CALL-0359,P001,P083,9786579303,9349957310,4,Phase-4,833,REC-0359,TWR-0027,call_records_synthetic
CALL-0360,P086,P083,9398471886,9349957310,4,Phase-4,495,REC-0360,TWR-0010,call_records_synthetic
CALL-0361,P086,P083,9398471886,9349957310,4,Phase-4,322,REC-0361,TWR-0018,call_records_synthetic
CALL-0362,P086,P083,9398471886,9349957310,4,Phase-4,463,REC-0362,TWR-0003,call_records_synthetic
CALL-0363,P086,P083,9398471886,9349957310,4,Phase-4,743,REC-0363,TWR-0005,call_records_synthetic
CALL-0364,P086,P083,9398471886,9349957310,4,Phase-4,778,REC-0364,TWR-0012,call_records_synthetic
CALL-0365,P084,P083,9208449460,9349957310,4,Phase-4,832,REC-0365,TWR-0012,call_records_synthetic
CALL-0366,P052,P083,9203848421,9349957310,4,Phase-4,599,REC-0366,TWR-0003,call_records_synthetic
CALL-0367,P052,P083,9203848421,9349957310,4,Phase-4,707,REC-0367,TWR-0007,call_records_synthetic
CALL-0368,P052,P083,9203848421,9349957310,4,Phase-4,765,REC-0368,TWR-0011,call_records_synthetic
CALL-0369,P052,P083,9203848421,9349957310,4,Phase-4,528,REC-0369,TWR-0031,call_records_synthetic
CALL-0370,P001,P003,9786579303,9126855092,4,Phase-4,188,REC-0370,TWR-0013,call_records_synthetic
CALL-0371,P001,P003,9786579303,9126855092,4,Phase-4,224,REC-0371,TWR-0006,call_records_synthetic
CALL-0372,P001,P003,9786579303,9126855092,4,Phase-4,333,REC-0372,TWR-0001,call_records_synthetic
CALL-0373,P001,P003,9786579303,9126855092,4,Phase-4,252,REC-0373,TWR-0030,call_records_synthetic
CALL-0374,P001,P003,9786579303,9126855092,4,Phase-4,89,REC-0374,TWR-0020,call_records_synthetic
CALL-0375,P085,P003,9508157429,9126855092,4,Phase-4,623,REC-0375,TWR-0027,call_records_synthetic
CALL-0376,P085,P003,9508157429,9126855092,4,Phase-4,783,REC-0376,TWR-0012,call_records_synthetic
CALL-0377,P090,P003,9491735568,9126855092,4,Phase-4,585,REC-0377,TWR-0031,call_records_synthetic
CALL-0378,P012,P003,9895285932,9126855092,4,Phase-4,92,REC-0378,TWR-0009,call_records_synthetic
CALL-0379,P001,P005,9786579303,9395310485,4,Phase-4,795,REC-0379,TWR-0027,call_records_synthetic
CALL-0380,P001,P005,9786579303,9395310485,4,Phase-4,351,REC-0380,TWR-0017,call_records_synthetic
CALL-0381,P001,P005,9786579303,9395310485,4,Phase-4,88,REC-0381,TWR-0029,call_records_synthetic
CALL-0382,P001,P005,9786579303,9395310485,4,Phase-4,81,REC-0382,TWR-0009,call_records_synthetic
CALL-0383,P001,P005,9786579303,9395310485,4,Phase-4,628,REC-0383,TWR-0009,call_records_synthetic
CALL-0384,P001,P088,9786579303,9782560971,4,Phase-4,518,REC-0384,TWR-0023,call_records_synthetic
CALL-0385,P001,P088,9786579303,9782560971,4,Phase-4,544,REC-0385,TWR-0026,call_records_synthetic
CALL-0386,P001,P088,9786579303,9782560971,4,Phase-4,573,REC-0386,TWR-0022,call_records_synthetic
CALL-0387,P001,P088,9786579303,9782560971,4,Phase-4,191,REC-0387,TWR-0002,call_records_synthetic
CALL-0388,P001,P088,9786579303,9782560971,4,Phase-4,88,REC-0388,TWR-0030,call_records_synthetic
CALL-0389,P085,P088,9508157429,9782560971,4,Phase-4,550,REC-0389,TWR-0010,call_records_synthetic
CALL-0390,P085,P088,9508157429,9782560971,4,Phase-4,112,REC-0390,TWR-0029,call_records_synthetic
CALL-0391,P085,P088,9508157429,9782560971,4,Phase-4,220,REC-0391,TWR-0022,call_records_synthetic
CALL-0392,P085,P088,9508157429,9782560971,4,Phase-4,100,REC-0392,TWR-0002,call_records_synthetic
CALL-0393,P085,P088,9508157429,9782560971,4,Phase-4,639,REC-0393,TWR-0010,call_records_synthetic
CALL-0394,P001,P085,9786579303,9508157429,4,Phase-4,99,REC-0394,TWR-0026,call_records_synthetic
CALL-0395,P001,P085,9786579303,9508157429,4,Phase-4,721,REC-0395,TWR-0021,call_records_synthetic
CALL-0396,P001,P085,9786579303,9508157429,4,Phase-4,270,REC-0396,TWR-0029,call_records_synthetic
CALL-0397,P001,P085,9786579303,9508157429,4,Phase-4,443,REC-0397,TWR-0013,call_records_synthetic
CALL-0398,P001,P085,9786579303,9508157429,4,Phase-4,152,REC-0398,TWR-0017,call_records_synthetic
CALL-0399,P083,P085,9349957310,9508157429,4,Phase-4,613,REC-0399,TWR-0009,call_records_synthetic
CALL-0400,P003,P085,9126855092,9508157429,4,Phase-4,282,REC-0400,TWR-0011,call_records_synthetic
CALL-0401,P003,P085,9126855092,9508157429,4,Phase-4,622,REC-0401,TWR-0016,call_records_synthetic
CALL-0402,P003,P085,9126855092,9508157429,4,Phase-4,638,REC-0402,TWR-0008,call_records_synthetic
CALL-0403,P088,P085,9782560971,9508157429,4,Phase-4,70,REC-0403,TWR-0007,call_records_synthetic
CALL-0404,P088,P085,9782560971,9508157429,4,Phase-4,664,REC-0404,TWR-0029,call_records_synthetic
CALL-0405,P076,P085,9174684276,9508157429,4,Phase-4,113,REC-0405,TWR-0010,call_records_synthetic
CALL-0406,P076,P085,9174684276,9508157429,4,Phase-4,459,REC-0406,TWR-0025,call_records_synthetic
CALL-0407,P076,P085,9174684276,9508157429,4,Phase-4,703,REC-0407,TWR-0001,call_records_synthetic
CALL-0408,P076,P085,9174684276,9508157429,4,Phase-4,627,REC-0408,TWR-0029,call_records_synthetic
CALL-0409,P076,P085,9174684276,9508157429,4,Phase-4,608,REC-0409,TWR-0013,call_records_synthetic
CALL-0410,P001,P090,9786579303,9491735568,4,Phase-4,565,REC-0410,TWR-0007,call_records_synthetic
CALL-0411,P001,P086,9786579303,9398471886,4,Phase-4,353,REC-0411,TWR-0027,call_records_synthetic
CALL-0412,P001,P086,9786579303,9398471886,4,Phase-4,297,REC-0412,TWR-0009,call_records_synthetic
CALL-0413,P001,P086,9786579303,9398471886,4,Phase-4,239,REC-0413,TWR-0015,call_records_synthetic
CALL-0414,P083,P086,9349957310,9398471886,4,Phase-4,715,REC-0414,TWR-0004,call_records_synthetic
CALL-0415,P083,P086,9349957310,9398471886,4,Phase-4,763,REC-0415,TWR-0017,call_records_synthetic
CALL-0416,P083,P086,9349957310,9398471886,4,Phase-4,351,REC-0416,TWR-0006,call_records_synthetic
CALL-0417,P083,P086,9349957310,9398471886,4,Phase-4,274,REC-0417,TWR-0012,call_records_synthetic
CALL-0418,P083,P086,9349957310,9398471886,4,Phase-4,301,REC-0418,TWR-0023,call_records_synthetic
CALL-0419,P001,P002,9786579303,9219540831,4,Phase-4,435,REC-0419,TWR-0020,call_records_synthetic
CALL-0420,P001,P002,9786579303,9219540831,4,Phase-4,164,REC-0420,TWR-0026,call_records_synthetic
CALL-0421,P001,P002,9786579303,9219540831,4,Phase-4,717,REC-0421,TWR-0030,call_records_synthetic
CALL-0422,P001,P002,9786579303,9219540831,4,Phase-4,690,REC-0422,TWR-0023,call_records_synthetic
CALL-0423,P001,P002,9786579303,9219540831,4,Phase-4,337,REC-0423,TWR-0010,call_records_synthetic
CALL-0424,P089,P007,9995619255,9339670711,4,Phase-4,498,REC-0424,TWR-0008,call_records_synthetic
CALL-0425,P089,P007,9995619255,9339670711,4,Phase-4,353,REC-0425,TWR-0029,call_records_synthetic
CALL-0426,P001,P006,9786579303,9362950628,4,Phase-4,799,REC-0426,TWR-0020,call_records_synthetic
CALL-0427,P001,P006,9786579303,9362950628,4,Phase-4,104,REC-0427,TWR-0020,call_records_synthetic
CALL-0428,P001,P006,9786579303,9362950628,4,Phase-4,39,REC-0428,TWR-0016,call_records_synthetic
CALL-0429,P001,P006,9786579303,9362950628,4,Phase-4,499,REC-0429,TWR-0032,call_records_synthetic
CALL-0430,P001,P006,9786579303,9362950628,4,Phase-4,666,REC-0430,TWR-0023,call_records_synthetic
CALL-0431,P001,P008,9786579303,9249827706,4,Phase-4,606,REC-0431,TWR-0024,call_records_synthetic
CALL-0432,P001,P008,9786579303,9249827706,4,Phase-4,132,REC-0432,TWR-0026,call_records_synthetic
CALL-0433,P001,P008,9786579303,9249827706,4,Phase-4,105,REC-0433,TWR-0021,call_records_synthetic
CALL-0434,P001,P008,9786579303,9249827706,4,Phase-4,580,REC-0434,TWR-0022,call_records_synthetic
CALL-0435,P001,P008,9786579303,9249827706,4,Phase-4,248,REC-0435,TWR-0013,call_records_synthetic
CALL-0436,P003,P008,9126855092,9249827706,4,Phase-4,548,REC-0436,TWR-0013,call_records_synthetic
CALL-0437,P001,P047,9786579303,9919795579,4,Phase-4,301,REC-0437,TWR-0003,call_records_synthetic
CALL-0438,P001,P076,9786579303,9174684276,4,Phase-4,165,REC-0438,TWR-0003,call_records_synthetic
CALL-0439,P001,P076,9786579303,9174684276,4,Phase-4,387,REC-0439,TWR-0025,call_records_synthetic
CALL-0440,P001,P076,9786579303,9174684276,4,Phase-4,100,REC-0440,TWR-0001,call_records_synthetic
CALL-0441,P001,P076,9786579303,9174684276,4,Phase-4,280,REC-0441,TWR-0002,call_records_synthetic
CALL-0442,P001,P076,9786579303,9174684276,4,Phase-4,408,REC-0442,TWR-0007,call_records_synthetic
CALL-0443,P085,P076,9508157429,9174684276,4,Phase-4,321,REC-0443,TWR-0002,call_records_synthetic
CALL-0444,P085,P076,9508157429,9174684276,4,Phase-4,191,REC-0444,TWR-0019,call_records_synthetic
CALL-0445,P085,P076,9508157429,9174684276,4,Phase-4,478,REC-0445,TWR-0010,call_records_synthetic
CALL-0446,P001,P009,9786579303,9890779946,4,Phase-4,883,REC-0446,TWR-0013,call_records_synthetic
CALL-0447,P001,P009,9786579303,9890779946,4,Phase-4,586,REC-0447,TWR-0011,call_records_synthetic
CALL-0448,P001,P009,9786579303,9890779946,4,Phase-4,750,REC-0448,TWR-0031,call_records_synthetic
CALL-0449,P001,P009,9786579303,9890779946,4,Phase-4,339,REC-0449,TWR-0016,call_records_synthetic
CALL-0450,P001,P009,9786579303,9890779946,4,Phase-4,656,REC-0450,TWR-0004,call_records_synthetic
CALL-0451,P003,P009,9126855092,9890779946,4,Phase-4,856,REC-0451,TWR-0012,call_records_synthetic
CALL-0452,P003,P009,9126855092,9890779946,4,Phase-4,699,REC-0452,TWR-0027,call_records_synthetic
CALL-0453,P003,P009,9126855092,9890779946,4,Phase-4,571,REC-0453,TWR-0004,call_records_synthetic
CALL-0454,P003,P009,9126855092,9890779946,4,Phase-4,38,REC-0454,TWR-0028,call_records_synthetic
CALL-0455,P003,P009,9126855092,9890779946,4,Phase-4,713,REC-0455,TWR-0005,call_records_synthetic
CALL-0456,P008,P009,9249827706,9890779946,4,Phase-4,866,REC-0456,TWR-0006,call_records_synthetic
CALL-0457,P008,P009,9249827706,9890779946,4,Phase-4,597,REC-0457,TWR-0017,call_records_synthetic
CALL-0458,P008,P009,9249827706,9890779946,4,Phase-4,336,REC-0458,TWR-0020,call_records_synthetic
CALL-0459,P008,P009,9249827706,9890779946,4,Phase-4,709,REC-0459,TWR-0031,call_records_synthetic
CALL-0460,P031,P009,9550455977,9890779946,4,Phase-4,136,REC-0460,TWR-0018,call_records_synthetic
CALL-0461,P008,P035,9249827706,9398704996,4,Phase-4,167,REC-0461,TWR-0006,call_records_synthetic
CALL-0462,P001,P011,9786579303,9826600539,4,Phase-4,300,REC-0462,TWR-0023,call_records_synthetic
CALL-0463,P001,P011,9786579303,9826600539,4,Phase-4,148,REC-0463,TWR-0003,call_records_synthetic
CALL-0464,P001,P011,9786579303,9826600539,4,Phase-4,139,REC-0464,TWR-0025,call_records_synthetic
CALL-0465,P083,P084,9349957310,9208449460,4,Phase-4,790,REC-0465,TWR-0007,call_records_synthetic
CALL-0466,P001,P049,9786579303,9209747451,4,Phase-4,596,REC-0466,TWR-0020,call_records_synthetic
CALL-0467,P089,P049,9995619255,9209747451,4,Phase-4,189,REC-0467,TWR-0007,call_records_synthetic
CALL-0468,P083,P107,9349957310,9275452091,4,Phase-4,308,REC-0468,TWR-0027,call_records_synthetic
CALL-0469,P086,P107,9398471886,9275452091,4,Phase-4,318,REC-0469,TWR-0013,call_records_synthetic
CALL-0470,P086,P107,9398471886,9275452091,4,Phase-4,649,REC-0470,TWR-0009,call_records_synthetic
CALL-0471,P001,P013,9786579303,9685582861,4,Phase-4,245,REC-0471,TWR-0022,call_records_synthetic
CALL-0472,P001,P013,9786579303,9685582861,4,Phase-4,764,REC-0472,TWR-0008,call_records_synthetic
CALL-0473,P001,P013,9786579303,9685582861,4,Phase-4,381,REC-0473,TWR-0002,call_records_synthetic
CALL-0474,P001,P013,9786579303,9685582861,4,Phase-4,238,REC-0474,TWR-0021,call_records_synthetic
CALL-0475,P001,P013,9786579303,9685582861,4,Phase-4,733,REC-0475,TWR-0017,call_records_synthetic
CALL-0476,P013,P051,9685582861,9507943839,4,Phase-4,679,REC-0476,TWR-0015,call_records_synthetic
CALL-0477,P107,P063,9275452091,9675770529,4,Phase-4,300,REC-0477,TWR-0003,call_records_synthetic
CALL-0478,P107,P063,9275452091,9675770529,4,Phase-4,547,REC-0478,TWR-0031,call_records_synthetic
CALL-0479,P107,P063,9275452091,9675770529,4,Phase-4,530,REC-0479,TWR-0009,call_records_synthetic
CALL-0480,P107,P063,9275452091,9675770529,4,Phase-4,287,REC-0480,TWR-0004,call_records_synthetic
CALL-0481,P107,P063,9275452091,9675770529,4,Phase-4,896,REC-0481,TWR-0030,call_records_synthetic
CALL-0482,P089,P109,9995619255,9507437181,4,Phase-4,82,REC-0482,TWR-0018,call_records_synthetic
CALL-0483,P089,P109,9995619255,9507437181,4,Phase-4,124,REC-0483,TWR-0011,call_records_synthetic
CALL-0484,P089,P031,9995619255,9550455977,4,Phase-4,679,REC-0484,TWR-0026,call_records_synthetic
CALL-0485,P003,P031,9126855092,9550455977,4,Phase-4,463,REC-0485,TWR-0001,call_records_synthetic
CALL-0486,P003,P031,9126855092,9550455977,4,Phase-4,879,REC-0486,TWR-0006,call_records_synthetic
CALL-0487,P003,P031,9126855092,9550455977,4,Phase-4,313,REC-0487,TWR-0024,call_records_synthetic
CALL-0488,P003,P031,9126855092,9550455977,4,Phase-4,75,REC-0488,TWR-0032,call_records_synthetic
CALL-0489,P003,P031,9126855092,9550455977,4,Phase-4,33,REC-0489,TWR-0023,call_records_synthetic
CALL-0490,P003,P012,9126855092,9895285932,4,Phase-4,371,REC-0490,TWR-0009,call_records_synthetic
CALL-0491,P003,P012,9126855092,9895285932,4,Phase-4,819,REC-0491,TWR-0028,call_records_synthetic
CALL-0492,P089,P014,9995619255,9193349856,4,Phase-4,163,REC-0492,TWR-0014,call_records_synthetic
CALL-0493,P001,P052,9786579303,9203848421,4,Phase-4,682,REC-0493,TWR-0027,call_records_synthetic
CALL-0494,P001,P052,9786579303,9203848421,4,Phase-4,298,REC-0494,TWR-0022,call_records_synthetic
CALL-0495,P083,P052,9349957310,9203848421,4,Phase-4,195,REC-0495,TWR-0027,call_records_synthetic
CALL-0496,P083,P052,9349957310,9203848421,4,Phase-4,789,REC-0496,TWR-0013,call_records_synthetic
CALL-0497,P001,P106,9786579303,9362863730,4,Phase-4,482,REC-0497,TWR-0012,call_records_synthetic
CALL-0498,P083,P106,9349957310,9362863730,4,Phase-4,594,REC-0498,TWR-0030,call_records_synthetic
CALL-0499,P001,P015,9786579303,9734036506,4,Phase-4,752,REC-0499,TWR-0010,call_records_synthetic
CALL-0500,P001,P015,9786579303,9734036506,4,Phase-4,467,REC-0500,TWR-0020,call_records_synthetic
CALL-0501,P001,P015,9786579303,9734036506,4,Phase-4,604,REC-0501,TWR-0029,call_records_synthetic
CALL-0502,P001,P015,9786579303,9734036506,4,Phase-4,39,REC-0502,TWR-0008,call_records_synthetic
CALL-0503,P001,P015,9786579303,9734036506,4,Phase-4,144,REC-0503,TWR-0009,call_records_synthetic
CALL-0504,P003,P001,9126855092,9786579303,5,Phase-5,107,REC-0504,TWR-0008,call_records_synthetic
CALL-0505,P002,P001,9219540831,9786579303,5,Phase-5,737,REC-0505,TWR-0031,call_records_synthetic
